id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
XUutUMQvbJi_AVlk4WdYyw,sf-2-sandwich-sacramento,Sf 2 Sandwich,https://s3-media2.fl.yelpcdn.com/bphoto/Zfsc7885msEr1SHDOHpIVQ/o.jpg,False,https://www.yelp.com/biz/sf-2-sandwich-sacramento?adjust_creative=Si8YWGpNizrfNkdNNtLp2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Si8YWGpNizrfNkdNNtLp2g,2,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 38.47262, 'longitude': -121.44891}",[],,"{'address1': '4562 Mack Rd', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95823', 'country': 'US', 'state': 'CA', 'display_address': ['4562 Mack Rd', 'Sacramento, CA 95823']}",+19163991807,(916) 399-1807,10627.873460722472
IYYcd7Vc9gxBuEf9gmihOw,panchos-cocina-mexicana-and-grill-sacramento-2,Pancho's Cocina Mexicana & Grill,https://s3-media3.fl.yelpcdn.com/bphoto/LPgYsaogQePT303eAbCaSg/o.jpg,False,https://www.yelp.com/biz/panchos-cocina-mexicana-and-grill-sacramento-2?adjust_creative=Si8YWGpNizrfNkdNNtLp2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Si8YWGpNizrfNkdNNtLp2g,200,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.0,"{'latitude': 38.5597487, 'longitude': -121.4859612}",['delivery'],$,"{'address1': '2026 Broadway', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95818', 'country': 'US', 'state': 'CA', 'display_address': ['2026 Broadway', 'Sacramento, CA 95818']}",+19164528819,(916) 452-8819,3546.689232424961
Pu6HS4AHGFBNgBh3JuVp1A,yum-buffet-and-grill-sacramento,Yum Buffet and Grill,https://s3-media3.fl.yelpcdn.com/bphoto/Y_iwD43PIhu1873Y1FcAEA/o.jpg,False,https://www.yelp.com/biz/yum-buffet-and-grill-sacramento?adjust_creative=Si8YWGpNizrfNkdNNtLp2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Si8YWGpNizrfNkdNNtLp2g,313,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'chinese', 'title': 'Chinese'}]",3.0,"{'latitude': 38.4948687283757, 'longitude': -121.455307155848}",[],$$,"{'address1': '4300 Florin Rd', 'address2': '', 'address3': None, 'city': 'Sacramento', 'zip_code': '95823', 'country': 'US', 'state': 'CA', 'display_address': ['4300 Florin Rd', 'Sacramento, CA 95823']}",+19162722997,(916) 272-2997,8168.947687871738
TDhp8Cv0sXecG2VX5EzTbg,serranos-cafe-west-sacramento,Serrano's Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/l594t-elkyOBHMlckiwY-A/o.jpg,False,https://www.yelp.com/biz/serranos-cafe-west-sacramento?adjust_creative=Si8YWGpNizrfNkdNNtLp2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Si8YWGpNizrfNkdNNtLp2g,440,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 38.5790061, 'longitude': -121.5504206}",['delivery'],$,"{'address1': '3021 W Capitol Ave', 'address2': '', 'address3': '', 'city': 'West Sacramento', 'zip_code': '95691', 'country': 'US', 'state': 'CA', 'display_address': ['3021 W Capitol Ave', 'West Sacramento, CA 95691']}",+19163760860,(916) 376-0860,9088.647613081062
8PbAtqKbImW-CqxwNS85yg,pizza-porch-food-truck-sacramento,Pizza Porch Food Truck,https://s3-media4.fl.yelpcdn.com/bphoto/VF4ZjBqOnu-B1ys-MiCpDw/o.jpg,False,https://www.yelp.com/biz/pizza-porch-food-truck-sacramento?adjust_creative=Si8YWGpNizrfNkdNNtLp2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Si8YWGpNizrfNkdNNtLp2g,2,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'catering', 'title': 'Caterers'}]",5.0,"{'latitude': 38.61005, 'longitude': -121.45051}",['pickup'],,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Sacramento', 'zip_code': '95815', 'country': 'US', 'state': 'CA', 'display_address': ['Sacramento, CA 95815']}",+19169973001,(916) 997-3001,3200.3674599872797
Ll1SNgiD82jEtWcVhp0gTg,miso-japanese-restaurant-sacramento-2,Miso Japanese Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/LEyhMdc_Eo9pP0EAugtC6Q/o.jpg,False,https://www.yelp.com/biz/miso-japanese-restaurant-sacramento-2?adjust_creative=Si8YWGpNizrfNkdNNtLp2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Si8YWGpNizrfNkdNNtLp2g,355,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 38.5619156, 'longitude': -121.4928556}","['pickup', 'delivery']",$$,"{'address1': '1517 Broadway', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95818', 'country': 'US', 'state': 'CA', 'display_address': ['1517 Broadway', 'Sacramento, CA 95818']}",+19166809338,(916) 680-9338,4074.433280101084
Oj_9WsdIyJFuE7G8K_9dGg,fire-wings-natomas-sacramento,Fire Wings - Natomas,https://s3-media1.fl.yelpcdn.com/bphoto/hnQ8__D6yyHFVx41WADmtg/o.jpg,False,https://www.yelp.com/biz/fire-wings-natomas-sacramento?adjust_creative=Si8YWGpNizrfNkdNNtLp2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Si8YWGpNizrfNkdNNtLp2g,366,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.5,"{'latitude': 38.6574203350129, 'longitude': -121.522645893957}",['delivery'],$$,"{'address1': '2721 Del Paso Rd', 'address2': 'Ste 110', 'address3': None, 'city': 'Sacramento', 'zip_code': '95835', 'country': 'US', 'state': 'CA', 'display_address': ['2721 Del Paso Rd', 'Ste 110', 'Sacramento, CA 95835']}",+19162441390,(916) 244-1390,11933.988461330608
HmAKDoFgKAHF43FIeBXp-A,changs-thai-cuisine-sacramento,Changs Thai Cuisine,https://s3-media2.fl.yelpcdn.com/bphoto/kgEHra9gsOvuaKm4PYg2ag/o.jpg,False,https://www.yelp.com/biz/changs-thai-cuisine-sacramento?adjust_creative=Si8YWGpNizrfNkdNNtLp2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Si8YWGpNizrfNkdNNtLp2g,200,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,"{'latitude': 38.63826333, 'longitude': -121.49823667}","['pickup', 'delivery']",$$,"{'address1': '3620 N Freeway Blvd', 'address2': 'Ste 310', 'address3': None, 'city': 'Sacramento', 'zip_code': '95834', 'country': 'US', 'state': 'CA', 'display_address': ['3620 N Freeway Blvd', 'Ste 310', 'Sacramento, CA 95834']}",+19163332978,(916) 333-2978,8980.4040786442
iecR-WxXW-a6USM8AjGFsg,el-abuelo-super-tortas-chilangas-sacramento,El Abuelo - Super Tortas Chilangas,https://s3-media1.fl.yelpcdn.com/bphoto/bDsQ4277sie_e8Dl21bDhQ/o.jpg,False,https://www.yelp.com/biz/el-abuelo-super-tortas-chilangas-sacramento?adjust_creative=Si8YWGpNizrfNkdNNtLp2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Si8YWGpNizrfNkdNNtLp2g,92,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 38.5292011, 'longitude': -121.4726958}",['delivery'],$,"{'address1': '5045 Franklin Blvd', 'address2': None, 'address3': '', 'city': 'Sacramento', 'zip_code': '95857', 'country': 'US', 'state': 'CA', 'display_address': ['5045 Franklin Blvd', 'Sacramento, CA 95857']}",+19164520126,(916) 452-0126,4853.338028491571
0pWXOyvu1WqnegnmgaLyyg,bravos-taco-shop-sacramento-2,Bravos Taco Shop,https://s3-media2.fl.yelpcdn.com/bphoto/uKwfz6ztZzL88z3um2evgA/o.jpg,False,https://www.yelp.com/biz/bravos-taco-shop-sacramento-2?adjust_creative=Si8YWGpNizrfNkdNNtLp2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Si8YWGpNizrfNkdNNtLp2g,121,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'latitude': 38.4957514652376, 'longitude': -121.410744264722}","['pickup', 'delivery']",$,"{'address1': '7894 Florin Rd', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95828', 'country': 'US', 'state': 'CA', 'display_address': ['7894 Florin Rd', 'Sacramento, CA 95828']}",+19164284066,(916) 428-4066,8621.500116340974
MrtORrCrTKdUuKOSQYwnmg,romans-pizza-west-sacramento,Roman's Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/T0s2Qs1Aux7nouqQyUrJwQ/o.jpg,False,https://www.yelp.com/biz/romans-pizza-west-sacramento?adjust_creative=Si8YWGpNizrfNkdNNtLp2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Si8YWGpNizrfNkdNNtLp2g,228,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 38.58095, 'longitude': -121.53033}",['delivery'],$,"{'address1': '1648 W Capitol Ave', 'address2': '', 'address3': '', 'city': 'West Sacramento', 'zip_code': '95691', 'country': 'US', 'state': 'CA', 'display_address': ['1648 W Capitol Ave', 'West Sacramento, CA 95691']}",+19163721111,(916) 372-1111,7425.553608540461
k-x_-8AW1lV1dUR3FCbcsw,limelight-bar-and-cafe-sacramento,Limelight Bar & Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/4VHhytY5EiH1q1HGLSElIA/o.jpg,False,https://www.yelp.com/biz/limelight-bar-and-cafe-sacramento?adjust_creative=Si8YWGpNizrfNkdNNtLp2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Si8YWGpNizrfNkdNNtLp2g,223,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",3.5,"{'latitude': 38.5721397, 'longitude': -121.4656906}",['delivery'],$$,"{'address1': '1014 Alhambra Blvd', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95816', 'country': 'US', 'state': 'CA', 'display_address': ['1014 Alhambra Blvd', 'Sacramento, CA 95816']}",+19164462236,(916) 446-2236,1729.545067561699
85FzcNUPYmkVsEQRHkY-Ow,fox-and-goose-sacramento-2,Fox & Goose,https://s3-media3.fl.yelpcdn.com/bphoto/2syXeOn61qlLb7c-2Zzcfg/o.jpg,False,https://www.yelp.com/biz/fox-and-goose-sacramento-2?adjust_creative=Si8YWGpNizrfNkdNNtLp2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Si8YWGpNizrfNkdNNtLp2g,1729,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'british', 'title': 'British'}, {'alias': 'pubs', 'title': 'Pubs'}]",3.5,"{'latitude': 38.5715283845259, 'longitude': -121.496972802439}",['delivery'],$$,"{'address1': '1001 R St', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95811', 'country': 'US', 'state': 'CA', 'display_address': ['1001 R St', 'Sacramento, CA 95811']}",+19164438825,(916) 443-8825,4392.497060497284
AsrkTvigjppeSrNk0rkUug,kabab-corner-west-sacramento,Kabab Corner,https://s3-media1.fl.yelpcdn.com/bphoto/2dewL3LGJ5VDBNx5vU4lOQ/o.jpg,False,https://www.yelp.com/biz/kabab-corner-west-sacramento?adjust_creative=Si8YWGpNizrfNkdNNtLp2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Si8YWGpNizrfNkdNNtLp2g,158,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'pakistani', 'title': 'Pakistani'}, {'alias': 'halal', 'title': 'Halal'}]",3.5,"{'latitude': 38.575172, 'longitude': -121.523735}",['pickup'],$,"{'address1': '1001 Jefferson Blvd', 'address2': 'Ste 100', 'address3': '', 'city': 'West Sacramento', 'zip_code': '95691', 'country': 'US', 'state': 'CA', 'display_address': ['1001 Jefferson Blvd', 'Ste 100', 'West Sacramento, CA 95691']}",+19163716777,(916) 371-6777,6761.93699166578
GjFFQlLC8irIbJMCmuDBrw,tugboat-fish-and-chips-6-sacramento,Tugboat Fish and Chips 6,https://s3-media1.fl.yelpcdn.com/bphoto/3-EqXAYXZBLXKquNCLlPwg/o.jpg,False,https://www.yelp.com/biz/tugboat-fish-and-chips-6-sacramento?adjust_creative=Si8YWGpNizrfNkdNNtLp2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Si8YWGpNizrfNkdNNtLp2g,99,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]",3.5,"{'latitude': 38.5243797302246, 'longitude': -121.496513366699}",['delivery'],$,"{'address1': '1900 Fruitridge Rd', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95822', 'country': 'US', 'state': 'CA', 'display_address': ['1900 Fruitridge Rd', 'Sacramento, CA 95822']}",+19163931900,(916) 393-1900,6525.6971394339425
Wp6HpBv4wyzK2udbM_QtRw,yo-yo-yogurt-sacramento-2,Yo-Yo Yogurt,https://s3-media2.fl.yelpcdn.com/bphoto/odODjgsayrpTkAIYtbjU9g/o.jpg,False,https://www.yelp.com/biz/yo-yo-yogurt-sacramento-2?adjust_creative=Si8YWGpNizrfNkdNNtLp2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Si8YWGpNizrfNkdNNtLp2g,94,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.5,"{'latitude': 38.57387, 'longitude': -121.40235}",['delivery'],$,"{'address1': '2580 Fair Oaks Blvd', 'address2': 'Ste 10', 'address3': '', 'city': 'Sacramento', 'zip_code': '95825', 'country': 'US', 'state': 'CA', 'display_address': ['2580 Fair Oaks Blvd', 'Ste 10', 'Sacramento, CA 95825']}",+19169741515,(916) 974-1515,3911.3438512895436
xVNkCap3xVbF7bNB-DpadA,sourdough-and-co-west-sacramento-7,Sourdough & Co.,https://s3-media3.fl.yelpcdn.com/bphoto/PHe8_TmNDJV8h7-MOY9D6w/o.jpg,False,https://www.yelp.com/biz/sourdough-and-co-west-sacramento-7?adjust_creative=Si8YWGpNizrfNkdNNtLp2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Si8YWGpNizrfNkdNNtLp2g,28,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,"{'latitude': 38.5904428, 'longitude': -121.5504249}","['pickup', 'delivery']",,"{'address1': '768 Ikea Ct', 'address2': 'Ste 110', 'address3': '', 'city': 'West Sacramento', 'zip_code': '95691', 'country': 'US', 'state': 'CA', 'display_address': ['768 Ikea Ct', 'Ste 110', 'West Sacramento, CA 95691']}",+19166715700,(916) 671-5700,9359.149708447962
2OMYLnmNF7SvT4MxtAGoWQ,tacos-apatzingan-sacramento-2,Tacos Apatzingan,https://s3-media3.fl.yelpcdn.com/bphoto/q_tuethxquxd0ic89zQjdQ/o.jpg,False,https://www.yelp.com/biz/tacos-apatzingan-sacramento-2?adjust_creative=Si8YWGpNizrfNkdNNtLp2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Si8YWGpNizrfNkdNNtLp2g,15,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",4.5,"{'latitude': 38.510084, 'longitude': -121.449936}",[],$,"{'address1': '4800 47th Ave', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95824', 'country': 'US', 'state': 'CA', 'display_address': ['4800 47th Ave', 'Sacramento, CA 95824']}",+19163991127,(916) 399-1127,6448.632710606663
