,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price,Unnamed: 0
16,SnNtKN4ErnhStDlBUxeJ5Q,fogo-de-minas-sacramento,Fogo de Minas,https://s3-media4.fl.yelpcdn.com/bphoto/f0ycEKL8EthqMZJXCcrHFw/o.jpg,False,https://www.yelp.com/biz/fogo-de-minas-sacramento?adjust_creative=DdKjoKFfmeXwHvSxIpb5Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DdKjoKFfmeXwHvSxIpb5Iw,259,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.5,"{'latitude': 38.612986119353, 'longitude': -121.515713894232}","['restaurant_reservation', 'pickup', 'delivery']","{'address1': '2606 Gateway Oaks Dr', 'address2': 'Ste 140/150', 'address3': '', 'city': 'Sacramento', 'zip_code': '95833', 'country': 'US', 'state': 'CA', 'display_address': ['2606 Gateway Oaks Dr', 'Ste 140/150', 'Sacramento, CA 95833']}",19168833646.0,(916) 883-3646,7756.4035179690845,$$$,
17,WRdqUCXBwh4dbsBBsVQV3g,the-rind-sacramento,The Rind,https://s3-media1.fl.yelpcdn.com/bphoto/P4wuHqph12Eagihg_khBow/o.jpg,False,https://www.yelp.com/biz/the-rind-sacramento?adjust_creative=DdKjoKFfmeXwHvSxIpb5Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DdKjoKFfmeXwHvSxIpb5Iw,873,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 38.5752587, 'longitude': -121.4827261}","['pickup', 'delivery']","{'address1': '1801 L St', 'address2': 'Ste 40', 'address3': '', 'city': 'Sacramento', 'zip_code': '95811', 'country': 'US', 'state': 'CA', 'display_address': ['1801 L St', 'Ste 40', 'Sacramento, CA 95811']}",19164417463.0,(916) 441-7463,3476.510390354719,$$,
18,7MJaGbKuQw5UUrKeICm_zw,ono-hawaiian-bbq-sacramento-2,Ono Hawaiian BBQ,https://s3-media4.fl.yelpcdn.com/bphoto/ymvEM9fRD5ZxuExbuunFJQ/o.jpg,False,https://www.yelp.com/biz/ono-hawaiian-bbq-sacramento-2?adjust_creative=DdKjoKFfmeXwHvSxIpb5Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DdKjoKFfmeXwHvSxIpb5Iw,8,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}]",3.5,"{'latitude': 38.5411059806688, 'longitude': -121.482346049427}",[],"{'address1': '3660 Crocker Dr', 'address2': '', 'address3': None, 'city': 'Sacramento', 'zip_code': '95818', 'country': 'US', 'state': 'CA', 'display_address': ['3660 Crocker Dr', 'Sacramento, CA 95818']}",19164513688.0,(916) 451-3688,4910.26210162762,,
19,6jihTp9mE2UsdC8NzPb2_g,mamma-susannas-ristorante-italiano-sacramento,Mamma Susanna's Ristorante Italiano,https://s3-media1.fl.yelpcdn.com/bphoto/_M8XBuIG3z3QFWTob94H0w/o.jpg,False,https://www.yelp.com/biz/mamma-susannas-ristorante-italiano-sacramento?adjust_creative=DdKjoKFfmeXwHvSxIpb5Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DdKjoKFfmeXwHvSxIpb5Iw,432,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 38.573118, 'longitude': -121.432958}","['restaurant_reservation', 'pickup', 'delivery']","{'address1': '5487 Carlson Dr', 'address2': None, 'address3': '', 'city': 'Sacramento', 'zip_code': '95819', 'country': 'US', 'state': 'CA', 'display_address': ['5487 Carlson Dr', 'Sacramento, CA 95819']}",19164527465.0,(916) 452-7465,863.1372448502472,$$,
20,eFhpQCpS_iCdZ749f31-zA,ramen-house-ryujin-sacramento,Ramen House Ryujin,https://s3-media2.fl.yelpcdn.com/bphoto/g8oqxT_Hg5jI7FJ_rk7ksg/o.jpg,False,https://www.yelp.com/biz/ramen-house-ryujin-sacramento?adjust_creative=DdKjoKFfmeXwHvSxIpb5Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DdKjoKFfmeXwHvSxIpb5Iw,2881,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.5,"{'latitude': 38.5674, 'longitude': -121.4857}",['delivery'],"{'address1': '1831 S St', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95811', 'country': 'US', 'state': 'CA', 'display_address': ['1831 S St', 'Sacramento, CA 95811']}",19163410488.0,(916) 341-0488,3772.773920376728,$,
21,MnK_pdt4JdF9d3HTLzmqqw,obo-italian-table-and-bar-sacramento-2,OBO' Italian Table & Bar,https://s3-media1.fl.yelpcdn.com/bphoto/vRjPH_6kIshziQGer-9cKw/o.jpg,False,https://www.yelp.com/biz/obo-italian-table-and-bar-sacramento-2?adjust_creative=DdKjoKFfmeXwHvSxIpb5Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DdKjoKFfmeXwHvSxIpb5Iw,578,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 38.5690654932177, 'longitude': -121.465808722677}",['delivery'],"{'address1': '3145 Folsom Blvd', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95816', 'country': 'US', 'state': 'CA', 'display_address': ['3145 Folsom Blvd', 'Sacramento, CA 95816']}",19168228720.0,(916) 822-8720,2034.2854019581248,$$,
22,6WaPTwOTVKkhwIaJPsCeUA,majka-pizzeria-and-bakery-sacramento,Majka Pizzeria & Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/naG2TvZUiF27_Kb-4RZ45Q/o.jpg,False,https://www.yelp.com/biz/majka-pizzeria-and-bakery-sacramento?adjust_creative=DdKjoKFfmeXwHvSxIpb5Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DdKjoKFfmeXwHvSxIpb5Iw,18,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}]",5.0,"{'latitude': 38.5706856236766, 'longitude': -121.490005470571}",[],"{'address1': '1704 15th St', 'address2': '', 'address3': None, 'city': 'Sacramento', 'zip_code': '95814', 'country': 'US', 'state': 'CA', 'display_address': ['1704 15th St', 'Sacramento, CA 95814']}",19165729316.0,(916) 572-9316,4122.570964457833,,
23,T6RjG6q3Mpvls6Mt5ZqRHg,sawasdee-thai-cuisine-sacramento,Sawasdee Thai Cuisine,https://s3-media1.fl.yelpcdn.com/bphoto/0Dk1Jl31HA3dZJMRvI7hyQ/o.jpg,False,https://www.yelp.com/biz/sawasdee-thai-cuisine-sacramento?adjust_creative=DdKjoKFfmeXwHvSxIpb5Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DdKjoKFfmeXwHvSxIpb5Iw,2021,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,"{'latitude': 38.576894, 'longitude': -121.481515}",['delivery'],"{'address1': '1830 J St', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95811', 'country': 'US', 'state': 'CA', 'display_address': ['1830 J St', 'Sacramento, CA 95811']}",19163298678.0,(916) 329-8678,3391.8441134450372,$$,
24,OjqZaHswScTMNrcbr9uQmw,rooster-s-breakfast-and-mimosas-sacramento,Rooster’s Breakfast and Mimosas,https://s3-media1.fl.yelpcdn.com/bphoto/bZ1QjeHWWXNb11VwLlhQtA/o.jpg,False,https://www.yelp.com/biz/rooster-s-breakfast-and-mimosas-sacramento?adjust_creative=DdKjoKFfmeXwHvSxIpb5Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DdKjoKFfmeXwHvSxIpb5Iw,48,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 38.5723, 'longitude': -121.43247}",[],"{'address1': '5493 Carlson Dr', 'address2': 'Ste D', 'address3': None, 'city': 'Sacramento', 'zip_code': '95819', 'country': 'US', 'state': 'CA', 'display_address': ['5493 Carlson Dr', 'Ste D', 'Sacramento, CA 95819']}",19165947281.0,(916) 594-7281,876.2047537175603,,
25,6xnFHiqfJbRa7Eqv_33HXw,the-coconut-river-park-sacramento,The Coconut River Park,https://s3-media2.fl.yelpcdn.com/bphoto/_8x87YTcQjPDP0Jxjr_IzA/o.jpg,False,https://www.yelp.com/biz/the-coconut-river-park-sacramento?adjust_creative=DdKjoKFfmeXwHvSxIpb5Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DdKjoKFfmeXwHvSxIpb5Iw,59,"[{'alias': 'thai', 'title': 'Thai'}]",5.0,"{'latitude': 38.572999, 'longitude': -121.432858}",[],"{'address1': '5489 Carlson Dr', 'address2': None, 'address3': '', 'city': 'Sacramento', 'zip_code': '95819', 'country': 'US', 'state': 'CA', 'display_address': ['5489 Carlson Dr', 'Sacramento, CA 95819']}",19169938942.0,(916) 993-8942,872.8393624981633,$$,
26,D8SfFlY3XU05fc5JJ2T8Vg,origami-asian-grill-sacramento,Origami Asian Grill,https://s3-media3.fl.yelpcdn.com/bphoto/hmWBtlyLmmzTd6g156bp_w/o.jpg,False,https://www.yelp.com/biz/origami-asian-grill-sacramento?adjust_creative=DdKjoKFfmeXwHvSxIpb5Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DdKjoKFfmeXwHvSxIpb5Iw,323,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.5,"{'latitude': 38.561676, 'longitude': -121.445902}",['delivery'],"{'address1': '4801 Folsom Blvd', 'address2': 'Ste 1', 'address3': None, 'city': 'Sacramento', 'zip_code': '95819', 'country': 'US', 'state': 'CA', 'display_address': ['4801 Folsom Blvd', 'Ste 1', 'Sacramento, CA 95819']}",19164003075.0,(916) 400-3075,1252.0049009827967,$$,
27,j-SoVI9dEaWN_XDp4tNv8Q,allora-sacramento,Allora,https://s3-media2.fl.yelpcdn.com/bphoto/Mp1wm5eNbFf1V9qptJiocQ/o.jpg,False,https://www.yelp.com/biz/allora-sacramento?adjust_creative=DdKjoKFfmeXwHvSxIpb5Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DdKjoKFfmeXwHvSxIpb5Iw,292,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 38.5604, 'longitude': -121.44233}",['delivery'],"{'address1': '5215 Folsom Blvd', 'address2': '', 'address3': None, 'city': 'Sacramento', 'zip_code': '95819', 'country': 'US', 'state': 'CA', 'display_address': ['5215 Folsom Blvd', 'Sacramento, CA 95819']}",19165386434.0,(916) 538-6434,1366.6549237644813,$$$,
28,BfMBB8D9-82YXQo6HDsoDQ,localis-sacramento-2,Localis,https://s3-media2.fl.yelpcdn.com/bphoto/sZHgHIFyoFr-EBcMk93JoA/o.jpg,False,https://www.yelp.com/biz/localis-sacramento-2?adjust_creative=DdKjoKFfmeXwHvSxIpb5Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DdKjoKFfmeXwHvSxIpb5Iw,541,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 38.566722, 'longitude': -121.483012}",['delivery'],"{'address1': '2031 S St', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95811', 'country': 'US', 'state': 'CA', 'display_address': ['2031 S St', 'Sacramento, CA 95811']}",19167377699.0,(916) 737-7699,3552.155099407798,$$$,
29,VBpR00rBHev0vguFUkXP9w,urban-roots-brewing-and-smokehouse-sacramento-2,Urban Roots Brewing & Smokehouse,https://s3-media1.fl.yelpcdn.com/bphoto/vbH9_-v_8Fp9HDlKict6cg/o.jpg,False,https://www.yelp.com/biz/urban-roots-brewing-and-smokehouse-sacramento-2?adjust_creative=DdKjoKFfmeXwHvSxIpb5Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DdKjoKFfmeXwHvSxIpb5Iw,593,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'smokehouse', 'title': 'Smokehouse'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.0,"{'latitude': 38.56543, 'longitude': -121.49406}",['delivery'],"{'address1': '1322 V St', 'address2': None, 'address3': '', 'city': 'Sacramento', 'zip_code': '95818', 'country': 'US', 'state': 'CA', 'display_address': ['1322 V St', 'Sacramento, CA 95818']}",19167063741.0,(916) 706-3741,4530.138354591115,$$,
