,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
10,dkH3y4Xk5Kwprcl-T_y8iQ,chilis-catering-fair-oaks,Chili's Catering,,False,https://www.yelp.com/biz/chilis-catering-fair-oaks?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,1,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",5.0,"{'latitude': 38.66264, 'longitude': -121.27263}",[],,"{'address1': '5303 Sunrise Blvd', 'address2': '', 'address3': '', 'city': 'Fair Oaks', 'zip_code': '95628', 'country': 'US', 'state': 'CA', 'display_address': ['5303 Sunrise Blvd', 'Fair Oaks, CA 95628']}",+19169652476,(916) 965-2476,10199.373248722086
11,_hSuZagbFO5SVgNxuKFwBg,wendys-citrus-hts-2,Wendy's,https://s3-media4.fl.yelpcdn.com/bphoto/0QbytV5rPwzPak0wMSd6mw/o.jpg,False,https://www.yelp.com/biz/wendys-citrus-hts-2?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,89,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]",2.0,"{'latitude': 38.6788683082087, 'longitude': -121.268857181423}",['delivery'],$,"{'address1': '7983 Greenback Lane', 'address2': '', 'address3': '', 'city': 'Citrus Hts.', 'zip_code': '95610', 'country': 'US', 'state': 'CA', 'display_address': ['7983 Greenback Lane', 'Citrus Hts., CA 95610']}",+19167211380,(916) 721-1380,9594.904637881744
12,VB0lQJKIAbE03WCWRSBbiw,wendys-roseville-2,Wendy's,https://s3-media2.fl.yelpcdn.com/bphoto/_5rA9YIx6lC9S7Yw7C7UmQ/o.jpg,False,https://www.yelp.com/biz/wendys-roseville-2?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,58,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]",2.5,"{'latitude': 38.784408, 'longitude': -121.287976}",['delivery'],$,"{'address1': '924 Pleasant Grove Blvd', 'address2': '', 'address3': '', 'city': 'Roseville', 'zip_code': '95678', 'country': 'US', 'state': 'CA', 'display_address': ['924 Pleasant Grove Blvd', 'Roseville, CA 95678']}",+19167891719,(916) 789-1719,10548.99736450785
13,QllyzG7s4NgNKtfgz3yJiw,dominos-pizza-sacramento-22,dominos  pizza,https://s3-media4.fl.yelpcdn.com/bphoto/BMRDCKViTMI5lwWgS1o8-g/o.jpg,False,https://www.yelp.com/biz/dominos-pizza-sacramento-22?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,17,"[{'alias': 'pizza', 'title': 'Pizza'}]",2.0,"{'latitude': 38.66143, 'longitude': -121.34689}",[],$,"{'address1': '5051 Auburn Blvd', 'address2': 'Ste 100', 'address3': None, 'city': 'Sacramento', 'zip_code': '95841', 'country': 'US', 'state': 'CA', 'display_address': ['5051 Auburn Blvd', 'Ste 100', 'Sacramento, CA 95841']}",,,6179.98674933715
14,qVk8KbFXdSeUBRnoN3-DuQ,jack-in-the-box-sacramento-4,Jack in the Box,https://s3-media2.fl.yelpcdn.com/bphoto/J0GUvXc25n0-o-0HScUUVQ/o.jpg,False,https://www.yelp.com/biz/jack-in-the-box-sacramento-4?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,35,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tacos', 'title': 'Tacos'}]",2.5,"{'latitude': 38.6605384, 'longitude': -121.3635886}",[],$,"{'address1': '4300 Madison Ave', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95842', 'country': 'US', 'state': 'CA', 'display_address': ['4300 Madison Ave', 'Sacramento, CA 95842']}",+19163312868,(916) 331-2868,5987.2183733545035
15,f7AcCK7kp2YIjhjkd1zFKg,tacos-gto-sacramento-2,TACOS GTO,,False,https://www.yelp.com/biz/tacos-gto-sacramento-2?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,1,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'tacos', 'title': 'Tacos'}]",5.0,"{'latitude': 38.6451, 'longitude': -121.44154}",[],,"{'address1': None, 'address2': None, 'address3': None, 'city': 'Sacramento', 'zip_code': '95838', 'country': 'US', 'state': 'CA', 'display_address': ['Sacramento, CA 95838']}",+19167109530,(916) 710-9530,10930.021104156038
16,mBsERINdQYgUyEFjvcO0gw,larosas-sports-cafe-sacramento,Larosa's Sports Cafe,,False,https://www.yelp.com/biz/larosas-sports-cafe-sacramento?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,1,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",1.0,"{'latitude': 38.6421467, 'longitude': -121.3839894}",[],,"{'address1': '3450 Longview Dr', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95821', 'country': 'US', 'state': 'CA', 'display_address': ['3450 Longview Dr', 'Sacramento, CA 95821']}",+19164889224,(916) 488-9224,8481.445949300416
17,dwUDth5U5fXlUGAJjVMHMg,del-taco-north-highlands-2,Del Taco,https://s3-media2.fl.yelpcdn.com/bphoto/QaXsmrr4-Ah_77yYK07ikg/o.jpg,False,https://www.yelp.com/biz/del-taco-north-highlands-2?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,15,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'mexican', 'title': 'Mexican'}]",1.5,"{'latitude': 38.6483816840531, 'longitude': -121.383331082761}",['delivery'],,"{'address1': '4601 Watt Ave', 'address2': '', 'address3': None, 'city': 'North Highlands', 'zip_code': '95660', 'country': 'US', 'state': 'CA', 'display_address': ['4601 Watt Ave', 'North Highlands, CA 95660']}",+19164841202,(916) 484-1202,7409.576754690547
18,1oPmZoW5TSE60G9Xl7mL2A,subway-carmichael-12,Subway,https://s3-media4.fl.yelpcdn.com/bphoto/80ng9eu78CBNPOnvOVkF4A/o.jpg,False,https://www.yelp.com/biz/subway-carmichael-12?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,34,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",2.5,"{'latitude': 38.6179408529942, 'longitude': -121.328242179959}",[],$,"{'address1': '6426-2 Fair Oaks Blvd', 'address2': '', 'address3': '', 'city': 'Carmichael', 'zip_code': '95608', 'country': 'US', 'state': 'CA', 'display_address': ['6426-2 Fair Oaks Blvd', 'Carmichael, CA 95608']}",+19169719574,(916) 971-9574,11290.353731731971
19,TSw-CqZYi7tTVAMcfv9Yyw,classic-burgers-sacramento-2,Classic Burgers,,False,https://www.yelp.com/biz/classic-burgers-sacramento-2?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,1,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",1.0,"{'latitude': 38.6098899841309, 'longitude': -121.400833129883}",[],,"{'address1': '2440 Fulton Ave', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95825', 'country': 'US', 'state': 'CA', 'display_address': ['2440 Fulton Ave', 'Sacramento, CA 95825']}",+19164883565,(916) 488-3565,11893.34365664286
20,O4pHn_NWmg0ci1K0BcTcFw,wingstop-sacramento-7,Wingstop,https://s3-media2.fl.yelpcdn.com/bphoto/fnxE91I4d8msDMxch24hqg/o.jpg,False,https://www.yelp.com/biz/wingstop-sacramento-7?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,149,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",2.5,"{'latitude': 38.610667, 'longitude': -121.386935}",[],$$,"{'address1': '3308 El Camino Ave', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95821', 'country': 'US', 'state': 'CA', 'display_address': ['3308 El Camino Ave', 'Sacramento, CA 95821']}",+19164829464,(916) 482-9464,11605.174428675919
21,v3IPJFKwgJWfosydijvYmg,round-table-pizza-roseville,Round Table Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/S-vQyuBjee-bX9OPA2s6OA/o.jpg,False,https://www.yelp.com/biz/round-table-pizza-roseville?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,79,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.0,"{'latitude': 38.778676, 'longitude': -121.289955}",[],$$,"{'address1': '1020 Pleasant Grove Blvd', 'address2': 'Ste 170', 'address3': '', 'city': 'Roseville', 'zip_code': '95678', 'country': 'US', 'state': 'CA', 'display_address': ['1020 Pleasant Grove Blvd', 'Ste 170', 'Roseville, CA 95678']}",+19167899440,(916) 789-9440,9966.490502499895
22,yfu-Yt4sE5JV2MeVabuoTQ,subway-roseville-29,Subway,https://s3-media3.fl.yelpcdn.com/bphoto/gXVTPfSRsm0yAIRvQgfOJA/o.jpg,False,https://www.yelp.com/biz/subway-roseville-29?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,16,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",2.0,"{'latitude': 38.7297252862123, 'longitude': -121.28937645358}","['pickup', 'delivery']",$,"{'address1': '709 Cirby Way', 'address2': 'Ste 140', 'address3': '', 'city': 'Roseville', 'zip_code': '95661', 'country': 'US', 'state': 'CA', 'display_address': ['709 Cirby Way', 'Ste 140', 'Roseville, CA 95661']}",+19167424755,(916) 742-4755,7183.483062241581
23,Wf0r2uDIjLt7PncsTHLQVg,chipotle-mexican-grill-sacramento-9,Chipotle Mexican Grill,https://s3-media2.fl.yelpcdn.com/bphoto/3a-RXzYYvIWl9o31-AtSIQ/o.jpg,False,https://www.yelp.com/biz/chipotle-mexican-grill-sacramento-9?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,115,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.0,"{'latitude': 38.6100294, 'longitude': -121.3858099}",['delivery'],$,"{'address1': '3328 El Camino Ave', 'address2': 'Ste 300', 'address3': '', 'city': 'Sacramento', 'zip_code': '95821', 'country': 'US', 'state': 'CA', 'display_address': ['3328 El Camino Ave', 'Ste 300', 'Sacramento, CA 95821']}",+19164856305,(916) 485-6305,11663.401080636659
24,UCDW0VdlKzvQ24WU2eQqQw,togo-s-sandwiches-roseville-4,Togo’s Sandwiches,https://s3-media3.fl.yelpcdn.com/bphoto/iMpyiaOAa_woyAfHbIy3Pw/o.jpg,False,https://www.yelp.com/biz/togo-s-sandwiches-roseville-4?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,81,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.0,"{'latitude': 38.782757, 'longitude': -121.266261}","['pickup', 'delivery']",$,"{'address1': '6706 Stanford Ranch Rd', 'address2': 'Ste D1', 'address3': '', 'city': 'Roseville', 'zip_code': '95678', 'country': 'US', 'state': 'CA', 'display_address': ['6706 Stanford Ranch Rd', 'Ste D1', 'Roseville, CA 95678']}",+19167728646,(916) 772-8646,11778.048112450262
25,yZCJ6sv5KzKuako9JPelmA,five-twenty-four-restaurant-sacramento-2,Five-Twenty Four Restaurant,,False,https://www.yelp.com/biz/five-twenty-four-restaurant-sacramento-2?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,1,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",2.0,"{'latitude': 38.6097235232592, 'longitude': -121.475630924106}",[],,"{'address1': '2377 Northgate Blvd', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95833', 'country': 'US', 'state': 'CA', 'display_address': ['2377 Northgate Blvd', 'Sacramento, CA 95833']}",+19169208640,(916) 920-8640,14824.08652516258
26,AB9Yw5MY-ehl7wNq44oZSQ,fair-oaks-pizzeria-fair-oaks,Fair Oaks Pizzeria,,False,https://www.yelp.com/biz/fair-oaks-pizzeria-fair-oaks?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,1,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",1.0,"{'latitude': 38.639, 'longitude': -121.27424}",[],$,"{'address1': '9830 Fair Oaks Blvd', 'address2': '', 'address3': '', 'city': 'Fair Oaks', 'zip_code': '95628', 'country': 'US', 'state': 'CA', 'display_address': ['9830 Fair Oaks Blvd', 'Fair Oaks, CA 95628']}",+19169677773,(916) 967-7773,11771.915863491977
27,9AYA0zb9QYN9ftWulspOIA,taco-bell-north-highlands,Taco Bell,https://s3-media4.fl.yelpcdn.com/bphoto/_w8ENzJPCnN-c_OKl1gSGA/o.jpg,False,https://www.yelp.com/biz/taco-bell-north-highlands?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,20,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.0,"{'latitude': 38.65437, 'longitude': -121.383445}",['delivery'],$,"{'address1': '4915 Watt Ave', 'address2': '', 'address3': '', 'city': 'North Highlands', 'zip_code': '95660', 'country': 'US', 'state': 'CA', 'display_address': ['4915 Watt Ave', 'North Highlands, CA 95660']}",+19163381730,(916) 338-1730,6754.754318126714
28,nyhDbHQzN9BtAm0Yl-070A,taco-bell-sacramento-26,Taco Bell,https://s3-media3.fl.yelpcdn.com/bphoto/lokm4dWQu_-UBlJN-FFYlA/o.jpg,False,https://www.yelp.com/biz/taco-bell-sacramento-26?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,52,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",2.5,"{'latitude': 38.638117, 'longitude': -121.477428}",['delivery'],$,"{'address1': '3820 Northgate Blvd', 'address2': '', 'address3': '', 'city': 'Sacramento', 'zip_code': '95834', 'country': 'US', 'state': 'CA', 'display_address': ['3820 Northgate Blvd', 'Sacramento, CA 95834']}",+19166491790,(916) 649-1790,12605.41877068081
29,VU04oeQdHkllThNexgGE1g,jimboys-tacos-roseville-3,Jimboy's Tacos,https://s3-media4.fl.yelpcdn.com/bphoto/bH-ZeqSxUDbhMwv_K9gJMg/o.jpg,False,https://www.yelp.com/biz/jimboys-tacos-roseville-3?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,60,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.5,"{'latitude': 38.745198, 'longitude': -121.259549}","['pickup', 'delivery']",$,"{'address1': '1821 Douglas Blvd', 'address2': '', 'address3': '', 'city': 'Roseville', 'zip_code': '95661', 'country': 'US', 'state': 'CA', 'display_address': ['1821 Douglas Blvd', 'Roseville, CA 95661']}",+19167833907,(916) 783-3907,10162.345700217742
30,Bgnr6AXmu7OPZfMjq5t67g,lamppost-pizza-sacramento-3,Lamppost Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/I9HI7ViH86t0sX87kfCDUg/o.jpg,False,https://www.yelp.com/biz/lamppost-pizza-sacramento-3?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,59,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.0,"{'latitude': 38.628329, 'longitude': -121.476776}","['pickup', 'delivery']",$$,"{'address1': '3290 Northgate Blvd', 'address2': 'Ste 6', 'address3': '', 'city': 'Sacramento', 'zip_code': '95833', 'country': 'US', 'state': 'CA', 'display_address': ['3290 Northgate Blvd', 'Ste 6', 'Sacramento, CA 95833']}",+19169292222,(916) 929-2222,13320.87110065209
31,frJQOOHmPq6poew8MSrrxw,papa-murphys-roseville-2,Papa Murphy's,https://s3-media1.fl.yelpcdn.com/bphoto/5TP-M5eYKADBDvndWe_qGA/o.jpg,False,https://www.yelp.com/biz/papa-murphys-roseville-2?adjust_creative=CyvIgILFEASkL3Pds3hj8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=CyvIgILFEASkL3Pds3hj8w,42,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 38.79041, 'longitude': -121.27899}",['delivery'],$,"{'address1': '731 Pleasant Grove Boulevard', 'address2': 'Suite 175', 'address3': '', 'city': 'Roseville', 'zip_code': '95678', 'country': 'US', 'state': 'CA', 'display_address': ['731 Pleasant Grove Boulevard', 'Suite 175', 'Roseville, CA 95678']}",+19167917272,(916) 791-7272,11589.861953609516
